power_output_kw,hour,day_of_week,duration_mins
30.0,11,1,56.0
11.0,20,0,15.0
30.0,12,1,55.0
50.0,5,1,51.0
50.0,9,1,18.0
50.0,11,1,31.0
7.2,10,1,15.0
50.0,23,1,64.0
22.0,4,2,114.0
50.0,5,2,15.0
60.0,14,2,22.0
150.0,11,2,15.0
50.0,2,2,16.0
120.0,23,1,15.0
50.0,0,2,27.0
11.0,22,1,156.0
50.0,12,2,27.0
120.0,12,2,15.0
22.0,18,1,63.0
7.2,9,2,16.0
30.0,13,2,15.0
50.0,4,2,15.0
120.0,14,2,15.0
60.0,0,2,19.0
22.0,11,2,33.0
150.0,14,2,15.0
22.0,1,2,70.0
50.0,11,2,59.0
15.0,14,2,133.0
50.0,7,2,34.0
22.0,18,1,113.0
50.0,17,2,39.0
50.0,11,2,15.0
7.2,22,1,225.0
50.0,12,2,34.0
50.0,11,2,15.0
50.0,5,2,40.0
65.0,14,2,15.0
50.0,17,2,15.0
60.0,13,2,42.0
11.0,6,2,177.0
50.0,5,2,21.0
50.0,20,1,48.0
150.0,23,1,15.0
50.0,1,2,55.0
60.0,19,1,36.0
50.0,15,2,35.0
15.0,4,2,15.0
50.0,18,2,62.0
150.0,19,1,15.0
30.0,4,2,57.0
150.0,1,2,15.0
50.0,14,2,15.0
7.2,7,2,15.0
150.0,0,2,15.0
7.2,9,2,208.0
50.0,2,2,15.0
22.0,17,2,15.0
50.0,3,2,15.0
50.0,3,2,23.0
65.0,4,2,38.0
11.0,12,2,15.0
22.0,18,2,15.0
7.2,5,2,15.0
50.0,14,2,29.0
50.0,6,2,15.0
60.0,10,2,15.0
50.0,4,2,15.0
11.0,6,2,15.0
50.0,7,2,31.0
7.2,12,2,17.0
60.0,22,1,38.0
50.0,8,2,39.0
50.0,3,2,51.0
120.0,5,2,16.0
50.0,3,2,54.0
60.0,1,2,15.0
50.0,20,1,47.0
7.2,4,2,17.0
50.0,6,2,50.0
50.0,15,2,15.0
50.0,5,2,31.0
50.0,14,2,25.0
30.0,6,2,38.0
120.0,13,2,15.0
50.0,5,2,59.0
50.0,0,2,15.0
7.2,1,2,323.0
30.0,10,2,15.0
11.0,13,2,136.0
60.0,1,2,28.0
50.0,4,2,60.0
22.0,14,2,15.0
150.0,14,2,15.0
30.0,3,2,63.0
50.0,23,1,15.0
150.0,11,2,15.0
120.0,6,2,15.0
50.0,4,2,36.0
7.2,22,1,16.0
22.0,0,2,126.0
50.0,14,2,15.0
30.0,12,2,64.0
11.0,10,2,216.0
50.0,7,2,15.0
22.0,8,2,15.0
50.0,7,2,44.0
22.0,10,2,75.0
11.0,8,2,15.0
50.0,20,1,15.0
50.0,4,2,63.0
50.0,9,2,35.0
7.2,10,2,20.0
22.0,5,2,15.0
50.0,15,2,31.0
22.0,4,2,15.0
7.2,17,2,196.0
60.0,22,1,27.0
120.0,19,1,20.0
22.0,14,2,79.0
50.0,12,2,23.0
50.0,12,2,15.0
50.0,8,2,38.0
50.0,12,2,15.0
22.0,3,2,70.0
120.0,12,2,15.0
50.0,5,2,15.0
60.0,5,3,19.0
15.0,20,2,166.0
50.0,22,2,47.0
50.0,13,3,62.0
150.0,11,3,15.0
7.2,8,3,18.0
150.0,19,2,15.0
50.0,12,3,57.0
50.0,4,3,15.0
50.0,14,3,15.0
22.0,5,3,116.0
50.0,5,3,15.0
15.0,6,3,15.0
60.0,6,3,36.0
30.0,4,3,50.0
60.0,4,3,15.0
50.0,19,2,48.0
120.0,15,3,15.0
60.0,12,3,37.0
50.0,5,3,15.0
120.0,6,3,15.0
11.0,14,3,162.0
22.0,17,3,126.0
50.0,4,3,15.0
22.0,14,3,128.0
60.0,5,3,31.0
50.0,14,3,32.0
50.0,14,3,15.0
7.2,7,3,16.0
15.0,11,3,15.0
50.0,13,3,37.0
30.0,2,3,15.0
50.0,16,3,56.0
22.0,0,3,15.0
22.0,11,3,47.0
50.0,6,3,15.0
50.0,16,3,31.0
50.0,12,3,15.0
50.0,13,3,15.0
30.0,9,3,15.0
65.0,5,3,37.0
60.0,19,2,58.0
22.0,11,3,154.0
50.0,7,3,15.0
30.0,19,2,15.0
15.0,15,3,126.0
60.0,6,3,30.0
7.2,1,3,15.0
11.0,8,3,15.0
50.0,4,3,15.0
150.0,21,2,15.0
150.0,6,3,15.0
30.0,15,3,15.0
15.0,15,3,15.0
50.0,6,3,15.0
50.0,23,2,15.0
120.0,5,3,15.0
150.0,3,3,15.0
15.0,5,3,111.0
30.0,1,3,15.0
11.0,21,2,91.0
50.0,1,3,15.0
7.2,8,3,239.0
15.0,6,3,15.0
50.0,21,2,15.0
50.0,16,3,29.0
22.0,19,2,15.0
60.0,0,3,38.0
50.0,13,3,15.0
30.0,10,3,62.0
7.2,0,3,16.0
15.0,15,3,96.0
50.0,21,2,15.0
22.0,9,3,110.0
50.0,12,3,44.0
50.0,5,3,15.0
60.0,5,3,15.0
11.0,14,3,262.0
22.0,6,3,101.0
60.0,12,3,15.0
22.0,12,3,94.0
30.0,3,3,80.0
50.0,20,2,36.0
50.0,3,3,15.0
50.0,6,3,22.0
30.0,11,3,15.0
50.0,12,3,55.0
22.0,2,3,70.0
150.0,13,3,17.0
7.2,13,3,248.0
150.0,7,3,15.0
11.0,5,3,15.0
15.0,9,3,231.0
11.0,15,3,88.0
30.0,10,3,15.0
11.0,6,3,15.0
11.0,15,3,15.0
30.0,18,3,92.0
7.2,14,3,276.0
30.0,5,3,84.0
120.0,10,3,15.0
50.0,14,3,15.0
50.0,6,3,65.0
15.0,22,2,98.0
60.0,23,2,18.0
50.0,3,3,38.0
50.0,12,3,15.0
50.0,7,3,15.0
7.2,7,3,263.0
15.0,13,3,96.0
30.0,4,3,15.0
120.0,8,3,15.0
50.0,4,3,47.0
30.0,4,3,61.0
50.0,3,3,15.0
150.0,5,3,18.0
22.0,19,2,15.0
22.0,20,2,64.0
50.0,3,3,30.0
120.0,14,3,15.0
50.0,23,2,15.0
50.0,14,3,22.0
50.0,4,3,50.0
22.0,22,2,15.0
50.0,13,3,45.0
50.0,5,3,15.0
50.0,12,3,36.0
150.0,14,4,15.0
60.0,9,4,26.0
120.0,23,3,15.0
50.0,13,4,15.0
50.0,9,4,15.0
50.0,14,4,15.0
7.2,14,4,311.0
50.0,14,4,51.0
50.0,13,4,35.0
120.0,6,4,15.0
50.0,5,4,31.0
30.0,13,4,15.0
15.0,12,4,15.0
15.0,0,4,15.0
50.0,14,4,15.0
15.0,6,4,15.0
30.0,13,4,15.0
30.0,12,4,75.0
7.2,14,4,360.0
50.0,5,4,30.0
150.0,3,4,15.0
22.0,12,4,85.0
11.0,6,4,15.0
11.0,11,4,15.0
22.0,15,4,15.0
50.0,4,4,15.0
50.0,15,4,15.0
50.0,13,4,28.0
11.0,4,4,15.0
60.0,4,4,24.0
50.0,18,3,15.0
30.0,15,4,63.0
15.0,14,4,15.0
50.0,6,4,32.0
11.0,23,3,146.0
120.0,12,4,16.0
50.0,0,4,15.0
50.0,1,4,15.0
50.0,18,3,15.0
50.0,14,4,15.0
120.0,4,4,20.0
50.0,7,4,15.0
50.0,18,3,51.0
50.0,4,4,15.0
50.0,12,4,15.0
7.2,11,4,192.0
30.0,15,4,96.0
11.0,6,4,166.0
30.0,6,4,71.0
11.0,7,4,15.0
11.0,12,4,15.0
120.0,12,4,15.0
150.0,5,4,15.0
50.0,6,4,37.0
15.0,12,4,190.0
7.2,6,4,17.0
50.0,5,4,63.0
15.0,13,4,121.0
50.0,17,4,15.0
150.0,7,4,15.0
22.0,16,4,15.0
50.0,3,4,57.0
11.0,15,4,136.0
50.0,12,4,15.0
22.0,5,4,15.0
7.2,21,3,208.0
50.0,2,4,15.0
50.0,11,4,15.0
7.2,23,3,317.0
50.0,12,4,17.0
11.0,20,3,15.0
120.0,22,3,15.0
50.0,6,4,41.0
7.2,13,4,121.0
11.0,8,4,277.0
50.0,12,4,35.0
7.2,4,4,18.0
60.0,6,4,38.0
50.0,15,4,33.0
120.0,6,4,15.0
30.0,4,4,89.0
120.0,6,4,19.0
50.0,6,4,62.0
50.0,4,4,15.0
30.0,5,4,15.0
60.0,7,4,34.0
22.0,7,4,94.0
120.0,1,4,25.0
30.0,13,4,15.0
50.0,6,4,15.0
50.0,5,4,15.0
30.0,15,4,15.0
50.0,7,4,15.0
120.0,3,4,15.0
50.0,9,4,20.0
7.2,15,4,360.0
60.0,7,4,15.0
120.0,5,4,22.0
150.0,19,3,15.0
50.0,8,4,15.0
50.0,8,4,15.0
11.0,3,4,15.0
50.0,14,4,27.0
50.0,6,4,46.0
15.0,14,4,91.0
30.0,9,4,15.0
60.0,17,4,22.0
50.0,1,4,15.0
50.0,19,3,39.0
7.2,10,4,22.0
60.0,11,4,27.0
11.0,14,5,15.0
50.0,5,5,48.0
7.2,17,5,17.0
11.0,14,5,87.0
150.0,6,5,15.0
30.0,10,5,15.0
15.0,9,5,118.0
30.0,14,5,15.0
150.0,3,5,15.0
15.0,12,5,146.0
30.0,12,5,15.0
120.0,4,5,15.0
50.0,23,4,29.0
50.0,14,5,15.0
15.0,5,5,182.0
120.0,5,5,15.0
60.0,10,5,37.0
60.0,20,4,19.0
50.0,0,5,15.0
22.0,12,5,130.0
120.0,9,5,15.0
50.0,22,4,46.0
22.0,12,5,15.0
60.0,23,4,15.0
30.0,17,5,15.0
50.0,11,5,15.0
65.0,8,5,25.0
50.0,20,4,32.0
150.0,14,5,15.0
50.0,22,4,15.0
7.2,15,5,24.0
7.2,15,5,21.0
50.0,11,5,15.0
30.0,4,5,15.0
60.0,21,4,39.0
50.0,14,5,15.0
60.0,14,5,39.0
60.0,14,5,15.0
50.0,20,4,15.0
11.0,6,5,222.0
150.0,14,5,15.0
150.0,3,5,18.0
50.0,7,5,30.0
50.0,4,5,61.0
50.0,6,5,15.0
150.0,7,5,15.0
50.0,4,5,15.0
22.0,13,5,15.0
50.0,4,5,15.0
50.0,5,5,27.0
50.0,15,5,51.0
50.0,4,5,26.0
50.0,16,5,15.0
11.0,4,5,15.0
30.0,19,4,73.0
50.0,23,4,26.0
22.0,14,5,72.0
60.0,11,5,53.0
50.0,8,5,28.0
30.0,21,4,70.0
15.0,1,5,97.0
50.0,6,5,33.0
60.0,6,5,27.0
50.0,5,5,35.0
150.0,13,5,15.0
50.0,3,5,34.0
50.0,21,4,15.0
50.0,12,5,15.0
50.0,13,5,42.0
15.0,4,5,83.0
60.0,21,4,24.0
22.0,17,5,58.0
11.0,17,5,243.0
30.0,4,5,15.0
22.0,4,5,15.0
30.0,10,5,15.0
50.0,1,5,15.0
30.0,5,5,15.0
30.0,15,5,15.0
50.0,20,4,46.0
50.0,5,5,15.0
50.0,13,5,48.0
60.0,1,5,15.0
50.0,8,5,31.0
60.0,22,4,33.0
30.0,18,4,15.0
60.0,15,5,17.0
60.0,8,5,15.0
22.0,13,5,15.0
22.0,14,5,15.0
22.0,16,5,73.0
50.0,19,4,39.0
50.0,9,5,15.0
50.0,10,5,15.0
50.0,2,5,39.0
22.0,0,5,116.0
150.0,17,5,15.0
50.0,5,5,15.0
120.0,10,5,15.0
7.2,4,5,337.0
7.2,9,5,19.0
50.0,11,5,32.0
22.0,16,5,67.0
11.0,21,4,227.0
7.2,6,5,18.0
60.0,23,4,15.0
50.0,13,5,38.0
15.0,11,5,169.0
150.0,6,5,15.0
150.0,17,5,15.0
50.0,8,5,15.0
50.0,5,5,15.0
7.2,6,5,360.0
120.0,14,5,15.0
60.0,22,4,27.0
30.0,18,4,49.0
60.0,7,5,41.0
11.0,5,5,15.0
7.2,16,5,360.0
30.0,5,6,15.0
50.0,12,6,35.0
11.0,5,6,15.0
50.0,15,6,49.0
30.0,7,6,15.0
50.0,11,6,15.0
150.0,15,6,15.0
50.0,4,6,36.0
150.0,13,6,15.0
15.0,22,5,185.0
50.0,5,6,36.0
15.0,15,6,15.0
50.0,12,6,39.0
150.0,10,6,16.0
120.0,22,5,15.0
50.0,4,6,15.0
50.0,5,6,15.0
50.0,12,6,15.0
150.0,19,5,15.0
30.0,0,6,15.0
15.0,14,6,137.0
50.0,4,6,15.0
120.0,11,6,15.0
50.0,21,5,48.0
60.0,12,6,42.0
30.0,3,6,15.0
120.0,3,6,15.0
50.0,12,6,29.0
50.0,1,6,41.0
60.0,4,6,35.0
50.0,12,6,28.0
50.0,5,6,17.0
50.0,15,6,15.0
22.0,14,6,78.0
120.0,4,6,15.0
50.0,5,6,57.0
11.0,8,6,15.0
50.0,20,5,15.0
50.0,5,6,38.0
11.0,9,6,173.0
50.0,12,6,15.0
50.0,9,6,15.0
30.0,6,6,15.0
60.0,19,5,19.0
50.0,13,6,15.0
150.0,7,6,15.0
50.0,13,6,45.0
65.0,2,6,15.0
150.0,15,6,15.0
150.0,4,6,17.0
60.0,19,5,32.0
50.0,10,6,36.0
50.0,4,6,15.0
11.0,5,6,251.0
11.0,5,6,195.0
11.0,6,6,15.0
150.0,6,6,15.0
15.0,1,6,109.0
30.0,16,6,73.0
60.0,11,6,39.0
30.0,7,6,85.0
50.0,13,6,33.0
50.0,11,6,15.0
60.0,12,6,15.0
11.0,21,5,104.0
15.0,3,6,104.0
11.0,23,5,17.0
50.0,12,6,47.0
22.0,11,6,15.0
7.2,14,6,177.0
60.0,23,5,15.0
50.0,20,5,15.0
30.0,12,6,15.0
50.0,15,6,15.0
50.0,7,6,15.0
120.0,11,6,20.0
150.0,6,6,15.0
30.0,7,6,15.0
60.0,1,6,15.0
50.0,22,5,35.0
50.0,11,6,43.0
30.0,2,6,15.0
15.0,3,6,15.0
50.0,15,6,37.0
50.0,18,6,46.0
50.0,23,5,15.0
50.0,6,6,17.0
50.0,10,6,15.0
50.0,7,6,51.0
7.2,4,6,226.0
150.0,3,6,15.0
120.0,13,6,15.0
15.0,12,6,131.0
7.2,23,5,23.0
7.2,4,6,278.0
50.0,18,5,15.0
60.0,18,5,15.0
30.0,20,5,43.0
120.0,5,6,15.0
22.0,12,6,15.0
60.0,1,6,31.0
50.0,14,6,52.0
50.0,4,6,17.0
50.0,16,6,28.0
60.0,12,6,15.0
60.0,4,6,15.0
50.0,4,6,18.0
15.0,2,6,116.0
30.0,4,6,64.0
50.0,13,6,15.0
50.0,7,6,15.0
50.0,15,6,15.0
22.0,16,6,95.0
22.0,3,6,15.0
50.0,14,6,15.0
120.0,3,6,15.0
11.0,13,6,15.0
50.0,5,6,29.0
50.0,4,0,15.0
22.0,18,6,80.0
120.0,22,6,15.0
22.0,6,0,45.0
50.0,3,0,53.0
30.0,18,6,54.0
7.2,13,0,15.0
30.0,2,0,15.0
60.0,19,6,16.0
120.0,13,0,15.0
120.0,11,0,15.0
30.0,2,0,15.0
50.0,3,0,34.0
50.0,16,0,37.0
11.0,16,0,15.0
50.0,13,0,15.0
60.0,6,0,46.0
50.0,6,0,34.0
60.0,1,0,44.0
15.0,10,0,15.0
50.0,5,0,15.0
50.0,16,0,48.0
60.0,3,0,15.0
50.0,3,0,15.0
50.0,22,6,60.0
15.0,4,0,112.0
11.0,6,0,15.0
50.0,2,0,15.0
50.0,12,0,29.0
50.0,15,0,39.0
7.2,15,0,273.0
50.0,5,0,15.0
50.0,15,0,15.0
11.0,20,6,210.0
50.0,13,0,15.0
60.0,16,0,23.0
50.0,7,0,46.0
50.0,13,0,19.0
50.0,2,0,42.0
60.0,13,0,49.0
50.0,6,0,28.0
30.0,13,0,15.0
50.0,1,0,47.0
60.0,4,0,23.0
50.0,7,0,17.0
120.0,13,0,15.0
60.0,2,0,15.0
7.2,4,0,17.0
150.0,17,0,17.0
11.0,13,0,157.0
50.0,8,0,45.0
50.0,14,0,24.0
7.2,6,0,354.0
50.0,17,0,28.0
120.0,14,0,22.0
7.2,11,0,212.0
50.0,13,0,15.0
11.0,2,0,246.0
22.0,4,0,15.0
15.0,22,6,158.0
60.0,14,0,25.0
50.0,7,0,15.0
11.0,6,0,95.0
30.0,12,0,52.0
50.0,14,0,15.0
150.0,16,0,15.0
30.0,20,6,15.0
7.2,9,0,232.0
60.0,6,0,15.0
11.0,23,6,15.0
50.0,3,0,15.0
50.0,14,0,15.0
15.0,1,0,15.0
150.0,17,0,15.0
50.0,15,0,27.0
30.0,15,0,15.0
7.2,15,0,15.0
50.0,15,0,17.0
30.0,11,0,45.0
150.0,7,0,15.0
50.0,6,0,29.0
11.0,10,0,16.0
11.0,12,0,223.0
50.0,20,6,32.0
50.0,11,0,26.0
30.0,7,0,84.0
60.0,13,0,38.0
60.0,23,6,23.0
50.0,15,0,15.0
15.0,18,0,141.0
15.0,12,0,61.0
30.0,22,6,15.0
22.0,11,0,80.0
60.0,5,0,16.0
150.0,7,0,15.0
150.0,3,0,15.0
50.0,20,6,54.0
7.2,3,0,289.0
15.0,12,0,15.0
30.0,15,0,86.0
120.0,14,0,15.0
30.0,15,0,15.0
60.0,6,0,19.0
11.0,13,1,158.0
50.0,13,1,32.0
11.0,12,1,15.0
30.0,5,1,15.0
15.0,9,1,177.0
50.0,15,1,15.0
120.0,9,1,16.0
11.0,20,0,111.0
15.0,23,0,15.0
50.0,6,1,15.0
50.0,6,1,15.0
50.0,8,1,15.0
50.0,23,0,31.0
60.0,16,1,15.0
50.0,6,1,15.0
150.0,6,1,15.0
22.0,12,1,15.0
50.0,11,1,15.0
11.0,19,0,15.0
50.0,5,1,56.0
30.0,19,0,52.0
50.0,5,1,15.0
50.0,6,1,33.0
50.0,11,1,28.0
30.0,6,1,73.0
50.0,20,0,54.0
150.0,13,1,15.0
50.0,5,1,15.0
120.0,5,1,15.0
15.0,13,1,103.0
7.2,11,1,360.0
50.0,9,1,34.0
50.0,4,1,15.0
15.0,0,1,128.0
60.0,4,1,15.0
15.0,17,1,15.0
150.0,7,1,17.0
120.0,14,1,15.0
7.2,12,1,16.0
60.0,5,1,27.0
50.0,12,1,54.0
50.0,10,1,34.0
50.0,20,0,15.0
60.0,14,1,15.0
11.0,5,1,15.0
22.0,14,1,83.0
50.0,5,1,28.0
150.0,6,1,15.0
7.2,4,1,22.0
50.0,9,1,56.0
120.0,12,1,15.0
50.0,9,1,34.0
7.2,5,1,19.0
50.0,12,1,15.0
60.0,8,1,15.0
15.0,12,1,164.0
60.0,4,1,15.0
15.0,18,0,15.0
50.0,3,1,15.0
50.0,5,1,15.0
60.0,5,1,40.0
50.0,16,1,36.0
50.0,7,1,44.0
22.0,17,1,109.0
50.0,14,1,39.0
60.0,12,1,15.0
50.0,12,1,15.0
22.0,5,1,15.0
60.0,14,1,24.0
7.2,18,0,213.0
50.0,14,1,15.0
11.0,17,1,117.0
30.0,14,1,45.0
7.2,23,0,19.0
60.0,3,1,15.0
50.0,14,1,15.0
7.2,20,0,360.0
30.0,4,1,82.0
50.0,11,1,55.0
50.0,11,1,35.0
15.0,20,0,15.0
50.0,4,1,15.0
22.0,1,1,152.0
150.0,7,1,15.0
50.0,6,1,29.0
50.0,14,1,15.0
150.0,10,1,15.0
60.0,12,1,35.0
50.0,2,1,34.0
50.0,9,1,15.0
30.0,13,1,83.0
50.0,10,1,39.0
30.0,6,1,15.0
60.0,14,1,15.0
22.0,12,1,128.0
50.0,3,1,29.0
30.0,14,1,15.0
30.0,3,1,15.0
50.0,2,1,39.0
50.0,11,1,36.0
22.0,13,1,15.0
11.0,4,2,139.0
50.0,10,2,15.0
30.0,8,2,49.0
30.0,10,2,49.0
120.0,11,2,15.0
50.0,11,2,32.0
150.0,14,2,15.0
30.0,3,2,15.0
60.0,6,2,15.0
30.0,12,2,44.0
50.0,14,2,19.0
50.0,4,2,15.0
50.0,13,2,39.0
120.0,23,1,15.0
60.0,1,2,31.0
30.0,19,1,43.0
50.0,6,2,49.0
22.0,0,2,56.0
150.0,3,2,15.0
50.0,5,2,15.0
120.0,15,2,15.0
50.0,0,2,65.0
60.0,13,2,16.0
50.0,12,2,38.0
50.0,13,2,15.0
11.0,12,2,150.0
7.2,11,2,244.0
22.0,11,2,90.0
150.0,15,2,15.0
50.0,12,2,15.0
50.0,12,2,30.0
150.0,1,2,15.0
30.0,12,2,15.0
150.0,13,2,16.0
150.0,8,2,15.0
22.0,14,2,15.0
120.0,14,2,18.0
30.0,7,2,61.0
50.0,4,2,54.0
50.0,9,2,41.0
30.0,11,2,15.0
50.0,0,2,46.0
50.0,5,2,43.0
50.0,4,2,15.0
50.0,2,2,15.0
50.0,15,2,30.0
60.0,3,2,40.0
50.0,23,1,15.0
120.0,13,2,15.0
22.0,15,2,148.0
15.0,14,2,123.0
11.0,22,1,151.0
50.0,22,1,15.0
60.0,23,1,15.0
50.0,6,2,15.0
7.2,21,1,18.0
7.2,13,2,19.0
22.0,8,2,15.0
11.0,17,2,15.0
30.0,14,2,15.0
7.2,13,2,24.0
50.0,5,2,34.0
50.0,12,2,15.0
30.0,13,2,90.0
120.0,12,2,22.0
50.0,19,1,20.0
30.0,11,2,74.0
50.0,18,1,42.0
11.0,6,2,230.0
50.0,5,2,42.0
50.0,19,1,34.0
30.0,4,2,75.0
30.0,5,2,15.0
60.0,7,2,15.0
50.0,21,1,19.0
7.2,4,2,223.0
60.0,6,2,15.0
50.0,8,2,15.0
50.0,12,2,41.0
60.0,23,1,34.0
22.0,21,1,15.0
60.0,12,2,15.0
50.0,4,2,50.0
50.0,9,2,38.0
60.0,5,2,48.0
60.0,12,2,33.0
50.0,6,2,40.0
150.0,15,2,15.0
120.0,12,2,15.0
50.0,14,2,34.0
50.0,5,2,56.0
50.0,5,2,15.0
50.0,3,2,37.0
60.0,12,2,15.0
60.0,8,2,47.0
30.0,4,2,56.0
120.0,13,2,15.0
50.0,8,2,29.0
50.0,4,2,15.0
60.0,18,1,21.0
50.0,3,2,37.0
50.0,18,1,15.0
7.2,14,2,17.0
60.0,6,2,39.0
30.0,6,2,15.0
7.2,7,2,17.0
50.0,19,1,48.0
50.0,4,2,15.0
11.0,12,2,97.0
15.0,14,2,116.0
120.0,11,2,15.0
50.0,5,2,31.0
50.0,4,2,15.0
50.0,7,2,47.0
50.0,7,2,45.0
120.0,3,2,15.0
30.0,21,1,91.0
50.0,6,2,15.0
11.0,5,2,15.0
7.2,12,2,295.0
30.0,10,2,69.0
60.0,4,2,25.0
60.0,23,1,15.0
7.2,22,1,15.0
60.0,14,3,15.0
120.0,6,3,15.0
50.0,23,2,25.0
11.0,14,3,15.0
11.0,4,3,15.0
50.0,9,3,28.0
60.0,20,2,36.0
50.0,12,3,15.0
50.0,12,3,34.0
60.0,4,3,15.0
7.2,4,3,198.0
50.0,9,3,32.0
30.0,6,3,15.0
15.0,5,3,15.0
60.0,14,3,37.0
50.0,10,3,15.0
50.0,19,2,15.0
60.0,23,2,36.0
50.0,0,3,15.0
7.2,15,3,360.0
50.0,16,3,35.0
15.0,15,3,125.0
150.0,14,3,15.0
50.0,0,3,33.0
60.0,21,2,15.0
50.0,22,2,20.0
50.0,12,3,15.0
60.0,14,3,15.0
120.0,4,3,15.0
60.0,5,3,36.0
7.2,13,3,16.0
50.0,13,3,15.0
7.2,13,3,17.0
50.0,20,2,15.0
60.0,12,3,15.0
50.0,18,2,15.0
22.0,0,3,77.0
30.0,3,3,15.0
150.0,22,2,22.0
50.0,12,3,42.0
120.0,15,3,15.0
7.2,3,3,22.0
11.0,6,3,273.0
30.0,7,3,15.0
30.0,6,3,15.0
120.0,7,3,15.0
30.0,22,2,118.0
15.0,6,3,15.0
15.0,13,3,119.0
50.0,10,3,15.0
22.0,11,3,103.0
22.0,14,3,65.0
50.0,14,3,15.0
50.0,5,3,15.0
120.0,14,3,18.0
150.0,3,3,15.0
150.0,13,3,15.0
15.0,19,2,15.0
50.0,6,3,15.0
120.0,5,3,15.0
150.0,13,3,19.0
30.0,0,3,15.0
11.0,13,3,15.0
50.0,12,3,34.0
50.0,15,3,37.0
30.0,8,3,15.0
50.0,7,3,15.0
15.0,6,3,94.0
50.0,13,3,15.0
7.2,13,3,15.0
22.0,14,3,15.0
7.2,18,2,168.0
15.0,5,3,119.0
50.0,3,3,39.0
50.0,10,3,15.0
50.0,4,3,35.0
15.0,11,3,191.0
50.0,9,3,27.0
11.0,3,3,15.0
30.0,14,3,46.0
50.0,4,3,46.0
150.0,15,3,15.0
7.2,6,3,22.0
50.0,12,3,39.0
120.0,15,3,15.0
50.0,11,3,35.0
7.2,4,3,15.0
60.0,10,3,15.0
60.0,5,3,39.0
50.0,6,3,56.0
15.0,14,3,15.0
7.2,5,3,229.0
11.0,18,2,233.0
60.0,22,2,15.0
50.0,13,3,56.0
50.0,15,3,15.0
15.0,2,3,120.0
50.0,3,3,45.0
120.0,5,3,15.0
7.2,15,3,265.0
7.2,7,3,111.0
150.0,6,3,15.0
50.0,11,3,15.0
60.0,8,3,15.0
50.0,23,2,15.0
11.0,4,3,15.0
50.0,14,3,15.0
22.0,3,3,15.0
50.0,12,3,34.0
50.0,2,3,15.0
150.0,0,3,15.0
22.0,4,3,90.0
60.0,12,3,38.0
30.0,7,3,52.0
60.0,13,3,30.0
7.2,18,3,19.0
50.0,8,4,35.0
50.0,12,4,15.0
60.0,13,4,15.0
11.0,5,4,15.0
50.0,20,3,15.0
60.0,9,4,15.0
30.0,10,4,34.0
50.0,5,4,65.0
50.0,12,4,68.0
22.0,13,4,76.0
50.0,10,4,15.0
50.0,5,4,15.0
30.0,12,4,57.0
30.0,2,4,50.0
50.0,6,4,15.0
150.0,4,4,22.0
50.0,2,4,16.0
22.0,7,4,95.0
30.0,13,4,15.0
50.0,12,4,32.0
50.0,15,4,15.0
50.0,23,3,31.0
7.2,21,3,16.0
150.0,11,4,15.0
60.0,22,3,26.0
50.0,6,4,57.0
60.0,8,4,28.0
120.0,20,3,17.0
50.0,14,4,71.0
150.0,12,4,15.0
22.0,20,3,15.0
50.0,11,4,20.0
15.0,8,4,15.0
50.0,3,4,31.0
15.0,14,4,103.0
30.0,12,4,35.0
11.0,0,4,118.0
120.0,21,3,15.0
30.0,18,3,96.0
150.0,0,4,15.0
150.0,20,3,15.0
50.0,15,4,15.0
60.0,12,4,15.0
11.0,5,4,15.0
15.0,3,4,160.0
50.0,6,4,15.0
50.0,9,4,54.0
50.0,12,4,43.0
60.0,17,4,32.0
50.0,17,4,15.0
50.0,2,4,30.0
50.0,7,4,15.0
150.0,14,4,15.0
60.0,6,4,23.0
50.0,7,4,42.0
11.0,20,3,249.0
50.0,17,4,54.0
50.0,3,4,15.0
60.0,3,4,22.0
50.0,2,4,15.0
7.2,5,4,17.0
11.0,3,4,104.0
150.0,4,4,15.0
11.0,0,4,15.0
15.0,11,4,15.0
50.0,14,4,15.0
50.0,8,4,15.0
7.2,13,4,188.0
50.0,3,4,46.0
60.0,7,4,38.0
60.0,6,4,15.0
11.0,17,4,160.0
120.0,13,4,25.0
30.0,6,4,15.0
50.0,4,4,51.0
50.0,13,4,15.0
15.0,7,4,110.0
11.0,13,4,272.0
60.0,13,4,41.0
30.0,13,4,72.0
11.0,5,4,15.0
7.2,6,4,322.0
50.0,13,4,25.0
15.0,14,4,189.0
150.0,5,4,15.0
30.0,13,4,49.0
30.0,8,4,15.0
22.0,6,4,80.0
7.2,4,4,250.0
15.0,6,4,190.0
30.0,14,4,15.0
11.0,14,4,15.0
50.0,4,4,15.0
11.0,15,4,237.0
11.0,12,4,160.0
120.0,14,4,15.0
50.0,20,3,15.0
50.0,1,4,47.0
11.0,14,4,15.0
60.0,15,4,15.0
50.0,5,4,15.0
50.0,0,4,15.0
120.0,13,4,15.0
30.0,4,4,55.0
50.0,13,4,27.0
30.0,7,4,103.0
7.2,19,3,291.0
7.2,5,4,204.0
60.0,6,4,32.0
150.0,11,4,15.0
50.0,20,4,47.5165262
60.0,17,5,47.34141573333333
150.0,11,1,15.273489283333333
50.0,19,0,60.28412081666667
50.0,17,6,52.91734641666667
50.0,21,1,40.26787216666666
